;"referenceName";"vernacularName";"type";"family"
;"Thamnophilus nigrocinereus kulczynskii (Domaniewski & Stolzmann, 1922)";;"Passeriformes (Passereaux)";"Thamnophilidae"
;"Thamnophilus nigrocinereus Sclater, 1855";"Batara demi-deuil";"Passeriformes (Passereaux)";"Thamnophilidae"
;"Thamnophilus punctatus (Shaw, 1809)";"Batara tacheté";"Passeriformes (Passereaux)";"Thamnophilidae"
;"Theristicus caudatus (Boddaert, 1783)";;"Pelecaniformes";"Threskiornithidae (Ibis, Spatules)"
;"Thraupis episcopus (Linnaeus, 1766)";"Tangara évêque";"Passeriformes (Passereaux)";"Thraupidae"
;"Thraupis palmarum (Wied-Neuwied, 1821)";"Tangara des palmiers";"Passeriformes (Passereaux)";"Thraupidae"
;"Thraupis palmarum melanoptera (Sclater, 1857)";;"Passeriformes (Passereaux)";"Thraupidae"
;"Threnetes leucurus (Linnaeus, 1766)";;"Caprimulgiformes";"Trochilidae"
;"Threnetes niger (Linnaeus, 1758)";"Ermite d'Antonie";"Caprimulgiformes";"Trochilidae"
;"Threnetes niger niger (Linnaeus, 1758)";;"Caprimulgiformes";"Trochilidae"
;"Threskiornis aethiopicus (Latham, 1790)";"Ibis sacré";"Pelecaniformes";"Threskiornithidae (Ibis, Spatules)"
;"Threskiornis bernieri (Bonaparte, 1855)";"Ibis malgache";"Pelecaniformes";"Threskiornithidae (Ibis, Spatules)"
;"Threskiornis solitarius (Mourer-Chauviré & Moutou, 1987)";;"Pelecaniformes";"Threskiornithidae (Ibis, Spatules)"
;"Tiaris bicolor (Linnaeus, 1766)";"Sporophile à face noire, Cici, Cici-z’èb";"Passeriformes (Passereaux)";"Thraupidae"
;"Tiaris bicolor omissus Jardine, 1847";;"Passeriformes (Passereaux)";"Thraupidae"
;"Tichodroma muraria (Linnaeus, 1758)";"Tichodrome échelette";"Passeriformes (Passereaux)";"Tichodromadidae"
;"Tigrisoma fasciatum (Such, 1825)";"Onoré fascié";"Pelecaniformes";"Ardeidae (Hérons)"
;"Tigrisoma fasciatum salmoni Sclater & Salvin, 1875";;"Pelecaniformes";"Ardeidae (Hérons)"
;"Tigrisoma lineatum (Boddaert, 1783)";"Onoré rayé";"Pelecaniformes";"Ardeidae (Hérons)"
;"Tinamus major (Gmelin, 1789)";"Grand Tinamou";"Tinamiformes";"Tinamidae"
;"Tityra cayana (Linnaeus, 1766)";"Tityre gris";"Passeriformes (Passereaux)";"Tityridae"
;"Tityra inquisitor (Lichtenstein, 1823)";"Tityre à tête noire";"Passeriformes (Passereaux)";"Tityridae"
;"Tityra inquisitor erythrogenys (Selby, 1826)";;"Passeriformes (Passereaux)";"Tityridae"
;"Tityra semifasciata (Spix, 1825)";;"Passeriformes (Passereaux)";"Tityridae"
;"Todiramphus chloris (Boddaert, 1783)";;"Coraciiformes (Guêpiers)";"Alcedinidae"
;"Todiramphus chloris regina (Mayr, 1941)";;"Coraciiformes (Guêpiers)";"Alcedinidae"
;"Todiramphus gambieri (Oustalet, 1895)";;"Coraciiformes (Guêpiers)";"Alcedinidae"
;"Todiramphus gertrudae Murphy, 1924";;"Coraciiformes (Guêpiers)";"Alcedinidae"
;"Todiramphus godeffroyi (Finsch, 1877)";;"Coraciiformes (Guêpiers)";"Alcedinidae"
;"Todiramphus sanctus (Vigors & Horsfeld, 1827)";;"Coraciiformes (Guêpiers)";"Alcedinidae"
;"Todiramphus sanctus canacorum (Brasil, 1916)";"Martin-chasseur sacré";"Coraciiformes (Guêpiers)";"Alcedinidae"
;"Todiramphus sanctus macmillani (Mayr, 1940)";;"Coraciiformes (Guêpiers)";"Alcedinidae"
;"Todiramphus tutus (Gmelin, 1788)";;"Coraciiformes (Guêpiers)";"Alcedinidae"
;"Todiramphus tutus tutus (Gmelin, 1788)";;"Coraciiformes (Guêpiers)";"Alcedinidae"
;"Todiramphus veneratus (Gmelin, 1788)";;"Coraciiformes (Guêpiers)";"Alcedinidae"
;"Todiramphus youngi Sharpe, 1892";;"Coraciiformes (Guêpiers)";"Alcedinidae"
;"Todirostrum cinereum (Linnaeus, 1766)";"Todirostre familier";"Passeriformes (Passereaux)";"Tyrannidae"
;"Todirostrum maculatum (Desmarest, 1806)";"Todirostre tacheté";"Passeriformes (Passereaux)";"Tyrannidae"
;"Todirostrum pictum Salvin, 1897";"Todirostre peint";"Passeriformes (Passereaux)";"Tyrannidae"
;"Todirostrum sylvia (Desmarest, 1806)";;"Passeriformes (Passereaux)";"Tyrannidae"
;"Tolmomyias assimilis (Pelzeln, 1868)";"Platyrhynque à miroir";"Passeriformes (Passereaux)";"Tyrannidae"
;"Tolmomyias assimilis examinatus (Chubb, 1920)";;"Passeriformes (Passereaux)";"Tyrannidae"
;"Tolmomyias flaviventris (Wied-Neuwied, 1831)";"Platyrhynque à poitrine jaune";"Passeriformes (Passereaux)";"Tyrannidae"
;"Tolmomyias flaviventris aurulentus (Todd, 1913)";;"Passeriformes (Passereaux)";"Tyrannidae"
;"Tolmomyias poliocephalus (Taczanowski, 1884)";"Platyrhynque poliocéphale";"Passeriformes (Passereaux)";"Tyrannidae"
;"Tolmomyias poliocephalus sclateri (Hellmayr, 1903)";;"Passeriformes (Passereaux)";"Tyrannidae"
;"Tolmomyias sulphurescens (Spix, 1825)";"Platyrhynque jaune-olive";"Passeriformes (Passereaux)";"Tyrannidae"
;"Tolmomyias sulphurescens cherriei (Hartert & Goodson, 1917)";;"Passeriformes (Passereaux)";"Tyrannidae"
;"Topaza pella (Linnaeus, 1758)";"Colibri topaze";"Caprimulgiformes";"Trochilidae"
;"Torgos tracheliotus (J. R. Forster, 1791)";"Vautour oricou";"Accipitriformes";"Accipitridae"
;"Touit batavicus (Boddaert, 1783)";"Toui à sept couleurs";"Psittaciformes (Perroquets, perruches)";"Psittacidae"
;"Touit purpuratus (Gmelin, 1788)";"Toui à queue pourprée";"Psittaciformes (Perroquets, perruches)";"Psittacidae"
;"Toxostoma rufum (Linnaeus, 1758)";"Moqueur roux";"Passeriformes (Passereaux)";"Mimidae"
;"Trichoglossus haematodus (Linnaeus, 1771)";"Loriquet à tête bleue";"Psittaciformes (Perroquets, perruches)";"Psittacidae"
;"Trichoglossus haematodus deplanchei J. Verreaux & Des Murs, 1860";"Loriquet à tête bleue";"Psittaciformes (Perroquets, perruches)";"Psittacidae"
;"Tringa erythropus (Pallas, 1764)";"Chevalier arlequin";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Tringa flavipes (Gmelin, 1789)";"Petit Chevalier à pattes jaunes, Chevalier à pattes jaunes";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Tringa glareola Linnaeus, 1758";"Chevalier sylvain";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Tringa melanoleuca (Gmelin, 1789)";"Grand Chevalier à pattes jaunes, Chevalier criard";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Tringa nebularia (Gunnerus, 1767)";"Chevalier aboyeur";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Tringa ochropus Linnaeus, 1758";"Chevalier culblanc";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Tringa semipalmata (Gmelin, 1789)";"Chevalier semipalmé";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Tringa semipalmata inornata (Brewster, 1887)";;"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Tringa semipalmata semipalmata (Gmelin, 1789)";;"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Tringa solitaria cinnamomea (Brewster, 1890)";;"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Tringa solitaria solitaria Wilson, 1813";;"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Tringa solitaria Wilson, 1813";"Chevalier solitaire";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Tringa stagnatilis (Bechstein, 1803)";"Chevalier stagnatile";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Tringa totanus (Linnaeus, 1758)";"Chevalier gambette";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Tringa totanus robusta (Schioler, 1919)";;"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Tringa totanus totanus (Linnaeus, 1758)";;"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Troglodytes aedon Vieillot, 1809";"Troglodyte familier, Rossignol";"Passeriformes (Passereaux)";"Troglodytidae"
;"Troglodytes musculus J. F. Naumann, 1823";;"Passeriformes (Passereaux)";"Troglodytidae"
;"Troglodytes troglodytes (Linnaeus, 1758)";"Troglodyte mignon";"Passeriformes (Passereaux)";"Troglodytidae"
;"Trogon collaris Vieillot, 1817";"Trogon rosalba";"Trogoniformes";"Trogonidae"
;"Trogon melanurus Swainson, 1838";"Trogon à queue noire";"Trogoniformes";"Trogonidae"
;"Trogon rufus Gmelin, 1788";"Trogon aurore";"Trogoniformes";"Trogonidae"
;"Trogon violaceus Gmelin, 1788";"Trogon violacé";"Trogoniformes";"Trogonidae"
;"Trogon viridis Linnaeus, 1766";"Trogon à queue blanche";"Trogoniformes";"Trogonidae"
;"Tunchiornis ochraceiceps (Sclater, 1859)";"Viréon à calotte rousse";"Passeriformes (Passereaux)";"Vireonidae"
;"Tunchiornis ochraceiceps luteifrons (Sclater, 1881)";;"Passeriformes (Passereaux)";"Vireonidae"
;"Turdus albicollis phaeopygus Cabanis, 1849";;"Passeriformes (Passereaux)";"Turdidae (Merles, Rouges-gorges, Grives)"
;"Turdus albicollis Vieillot, 1818";"Merle à col blanc";"Passeriformes (Passereaux)";"Turdidae (Merles, Rouges-gorges, Grives)"
;"Turdus atrogularis Jarocki, 1819";"Grive à gorge noire";"Passeriformes (Passereaux)";"Turdidae (Merles, Rouges-gorges, Grives)"
;"Turdus eunomus Temminck, 1831";"Grive à ailes rousses";"Passeriformes (Passereaux)";"Turdidae (Merles, Rouges-gorges, Grives)"
;"Turdus fumigatus Lichtenstein, 1823";"Merle cacao";"Passeriformes (Passereaux)";"Turdidae (Merles, Rouges-gorges, Grives)"
;"Turdus ignobilis P. L. Sclater, 1858";;"Passeriformes (Passereaux)";"Turdidae (Merles, Rouges-gorges, Grives)"
;"Turdus iliacus Linnaeus, 1766";"Grive mauvis";"Passeriformes (Passereaux)";"Turdidae (Merles, Rouges-gorges, Grives)"
;"Turdus leucomelas albiventer Spix, 1824";;"Passeriformes (Passereaux)";"Turdidae (Merles, Rouges-gorges, Grives)"
;"Turdus leucomelas Vieillot, 1818";"Merle leucomèle";"Passeriformes (Passereaux)";"Turdidae (Merles, Rouges-gorges, Grives)"
;"Turdus lherminieri (Lafresnaye, 1844)";"Grive à pieds jaunes";"Passeriformes (Passereaux)";"Turdidae (Merles, Rouges-gorges, Grives)"
;"Turdus merula Linnaeus, 1758";"Merle noir";"Passeriformes (Passereaux)";"Turdidae (Merles, Rouges-gorges, Grives)"
;"Turdus migratorius Linnaeus, 1766";"Merle d'Amérique";"Passeriformes (Passereaux)";"Turdidae (Merles, Rouges-gorges, Grives)"
;"Turdus naumanni Temminck, 1820";"Grive à ailes rousses";"Passeriformes (Passereaux)";"Turdidae (Merles, Rouges-gorges, Grives)"
;"Turdus nudigenis Lafresnaye, 1848";"Merle à lunettes, Grive à lunettes, Grive chatte";"Passeriformes (Passereaux)";"Turdidae (Merles, Rouges-gorges, Grives)"
;"Turdus obscurus Gmelin, 1789";"Grive obscure";"Passeriformes (Passereaux)";"Turdidae (Merles, Rouges-gorges, Grives)"
;"Turdus philomelos C. L. Brehm, 1831";"Grive musicienne";"Passeriformes (Passereaux)";"Turdidae (Merles, Rouges-gorges, Grives)"
;"Turdus pilaris Linnaeus, 1758";"Grive litorne";"Passeriformes (Passereaux)";"Turdidae (Merles, Rouges-gorges, Grives)"
;"Turdus plumbeus Linnaeus, 1758";"Merle vantard";"Passeriformes (Passereaux)";"Turdidae (Merles, Rouges-gorges, Grives)"
;"Turdus poliocephalus Latham, 1801";"Merle de Maré";"Passeriformes (Passereaux)";"Turdidae (Merles, Rouges-gorges, Grives)"
;"Turdus poliocephalus mareensis E. L. Layard & Tristram, 1879";;"Passeriformes (Passereaux)";"Turdidae (Merles, Rouges-gorges, Grives)"
;"Turdus poliocephalus pritzbueri E. L. Layard, 1878";"Merle de Lifou";"Passeriformes (Passereaux)";"Turdidae (Merles, Rouges-gorges, Grives)"
;"Turdus poliocephalus xanthopus J. R. Forster, 1844";"Merle des Îles";"Passeriformes (Passereaux)";"Turdidae (Merles, Rouges-gorges, Grives)"
;"Turdus ruficollis Pallas, 1776";"Grive à gorge rousse, Grive à gorge noire";"Passeriformes (Passereaux)";"Turdidae (Merles, Rouges-gorges, Grives)"
;"Turdus torquatus alpestris (Brehm, 1831)";;"Passeriformes (Passereaux)";"Turdidae (Merles, Rouges-gorges, Grives)"
;"Turdus torquatus Linnaeus, 1758";"Merle à plastron";"Passeriformes (Passereaux)";"Turdidae (Merles, Rouges-gorges, Grives)"
;"Turdus torquatus torquatus Linnaeus, 1758";;"Passeriformes (Passereaux)";"Turdidae (Merles, Rouges-gorges, Grives)"
;"Turdus ulietensis Gmelin, 1789";;"Passeriformes (Passereaux)";"Turdidae (Merles, Rouges-gorges, Grives)"
;"Turdus viscivorus Linnaeus, 1758";"Grive draine";"Passeriformes (Passereaux)";"Turdidae (Merles, Rouges-gorges, Grives)"
;"Turnix nigricollis (Gmelin, 1789)";"Hémipode de Madagascar, Turnix de Madagascar";"Charadriiformes (Limicoles)";"Turnicidae"
;"Turnix varius (Latham, 1801)";;"Charadriiformes (Limicoles)";"Turnicidae"
;"Turnix varius novaecaledoniae Ogilvie-Grant, 1889";"Turnix bariolé";"Charadriiformes (Limicoles)";"Turnicidae"
;"Turtur tympanistria (Temminck, 1809)";"Tourterelle tambourette";"Columbiformes (Pigeons, Tourterelles)";"Columbidae"
;"Tyranneutes virescens (Pelzeln, 1868)";"Manakin minuscule";"Passeriformes (Passereaux)";"Pipridae"
;"Tyrannopsis sulphurea (Spix, 1825)";"Tyran des palmiers";"Passeriformes (Passereaux)";"Tyrannidae"
;"Tyrannulus elatus (Latham, 1790)";"Tyranneau roitelet";"Passeriformes (Passereaux)";"Tyrannidae"
;"Tyrannus albogularis Burmeister, 1856";;"Passeriformes (Passereaux)";"Tyrannidae"
;"Tyrannus dominicensis (Gmelin, 1788)";"Tyran gris, Pipiri, Pipirite";"Passeriformes (Passereaux)";"Tyrannidae"
;"Tyrannus dominicensis vorax Vieillot, 1819";"Tyran gris";"Passeriformes (Passereaux)";"Tyrannidae"
;"Tyrannus melancholicus Vieillot, 1819";"Tyran mélancolique";"Passeriformes (Passereaux)";"Tyrannidae"
;"Tyrannus savana Daudin, 1802";"Tyran des savanes";"Passeriformes (Passereaux)";"Tyrannidae"
;"Tyrannus savana savana Daudin, 1802";;"Passeriformes (Passereaux)";"Tyrannidae"
;"Tyrannus tyrannus (Linnaeus, 1758)";"Tyran tritri";"Passeriformes (Passereaux)";"Tyrannidae"
;"Tyrannus verticalis Say, 1823";;"Passeriformes (Passereaux)";"Tyrannidae"
;"Tyto alba (Scopoli, 1769)";"Chouette effraie, Effraie des clochers";"Strigiformes (Rapaces nocturnes (Chouettes, Hiboux))";"Tytonidae"
;"Tyto alba affinis (Blyth, 1862)";"Effraie des clochers, Chouette effraie";"Strigiformes (Rapaces nocturnes (Chouettes, Hiboux))";"Tytonidae"
;"Tyto alba delicatula (Gould, 1837)";"Effraie des clochers, Chouette, Hibou";"Strigiformes (Rapaces nocturnes (Chouettes, Hiboux))";"Tytonidae"
;"Tyto alba hellmayri Griscom & Greenway, 1937";;"Strigiformes (Rapaces nocturnes (Chouettes, Hiboux))";"Tytonidae"
;"Tyto javanica (Gmelin, 1788)";;"Strigiformes (Rapaces nocturnes (Chouettes, Hiboux))";"Tytonidae"
;"Tyto longimembris (Jerdon, 1839)";"Éffraie de prairie, Chouette";"Strigiformes (Rapaces nocturnes (Chouettes, Hiboux))";"Tytonidae"
;"Tyto? letocarti Balouet & Olson, 1989";;"Strigiformes (Rapaces nocturnes (Chouettes, Hiboux))";"Tytonidae"
;"Upupa epops Linnaeus, 1758";"Huppe fasciée";"Bucerotiformes";"Upupidae"
;"Uraeginthus bengalus (Linnaeus, 1766)";"Cordonbleu à joues rouges";"Passeriformes (Passereaux)";"Estrildidae"
;"Uraeginthus ianthinogaster Reichenow, 1879";"Cordon bleu violacé";"Passeriformes (Passereaux)";"Estrildidae"
;"Uria aalge (Pontoppidan, 1763)";"Guillemot de Troïl";"Charadriiformes (Limicoles)";"Alcidae (Macareux, Guillemots, Pingouins)"
;"Uria lomvia (Linnaeus, 1758)";"Guillemot de Brünnich";"Charadriiformes (Limicoles)";"Alcidae (Macareux, Guillemots, Pingouins)"
;"Urodynamys taitensis (Sparrman, 1787)";"Coucou de Nouvelle-Zélande";"Cuculiformes (Coucous)";"Cuculidae"
;"Vanellus armatus (Burchell, 1822)";"Vanneau armé";"Charadriiformes (Limicoles)";"Charadriidae"
;"Vanellus cayanus (Latham, 1790)";"Vanneau de Cayenne";"Charadriiformes (Limicoles)";"Charadriidae"
;"Vanellus chilensis (Molina, 1782)";"Vanneau téro";"Charadriiformes (Limicoles)";"Charadriidae"
;"Vanellus chilensis cayennensis (Gmelin, 1789)";;"Charadriiformes (Limicoles)";"Charadriidae"
;"Vanellus lugubris (Lesson, 1826)";"Vanneau terne";"Charadriiformes (Limicoles)";"Charadriidae"
;"Vanellus miles (Boddaert, 1783)";;"Charadriiformes (Limicoles)";"Charadriidae"
;"Vanellus miles novaehollandiae Stephens, 1819";"Vanneau soldat";"Charadriiformes (Limicoles)";"Charadriidae"
;"Vanellus vanellus (Linnaeus, 1758)";"Vanneau huppé";"Charadriiformes (Limicoles)";"Charadriidae"
;"Veniliornis affinis (Swainson, 1821)";;"Piciformes (Pics)";"Picidae"
;"Veniliornis cassini (Malherbe, 1862)";"Pic de Cassin";"Piciformes (Pics)";"Picidae"
;"Veniliornis passerinus (Linnaeus, 1766)";"Pic passerin";"Piciformes (Pics)";"Picidae"
;"Veniliornis sanguineus (Lichtenstein, 1783)";;"Piciformes (Pics)";"Picidae"
;"Vermivora cyanoptera (Olson & Reveal, 2009)";"Paruline à ailes bleues";"Passeriformes (Passereaux)";"Parulidae"
;"Vidua macroura (Pallas, 1764)";"Veuve dominicaine";"Passeriformes (Passereaux)";"Viduidae"
;"Vini australis (Gmelin, 1788)";;"Psittaciformes (Perroquets, perruches)";"Psittacidae"
;"Vini kuhlii (Vigors, 1824)";;"Psittaciformes (Perroquets, perruches)";"Psittacidae"
;"Vini peruviana (Statius Müller, 1776)";;"Psittaciformes (Perroquets, perruches)";"Psittacidae"
;"Vini sinotoi Steadman & Zarriello, 1987";;"Psittaciformes (Perroquets, perruches)";"Psittacidae"
;"Vini ultramarina (Kuhl, 1820)";;"Psittaciformes (Perroquets, perruches)";"Psittacidae"
;"Vini vidivici Steadman & Zarriello, 1987";;"Psittaciformes (Perroquets, perruches)";"Psittacidae"
;"Vireo altiloquus (Vieillot, 1808)";"Viréo à moustaches, Cuek, Tchouek, Piade, Piopio, Tchuenck";"Passeriformes (Passereaux)";"Vireonidae"
;"Vireo flavifrons Vieillot, 1808";"Viréo à gorge jaune, Viréo à poitrine jaune";"Passeriformes (Passereaux)";"Vireonidae"
;"Vireo griseus (Boddaert, 1783)";"Viréo à oeil blanc";"Passeriformes (Passereaux)";"Vireonidae"
;"Vireo olivaceus (Linnaeus, 1766)";"Viréo aux yeux rouges, Viréo à oeil rouge";"Passeriformes (Passereaux)";"Vireonidae"
;"Vireo olivaceus vividior Hellmayr & Seilern, 1913";;"Passeriformes (Passereaux)";"Vireonidae"
;"Vireo philadelphicus (Cassin, 1851)";"Viréo de Philadelphie";"Passeriformes (Passereaux)";"Vireonidae"
;"Vireo solitarius (A. Wilson, 1810)";"Viréo solitaire, Viréo à tête bleue";"Passeriformes (Passereaux)";"Vireonidae"
;"Vireolanius leucotis (Swainson, 1837)";"Smaragdan oreillard";"Passeriformes (Passereaux)";"Vireonidae"
;"Volatinia jacarina (Linnaeus, 1766)";"Jacarini noir";"Passeriformes (Passereaux)";"Thraupidae"
;"Volatinia jacarina splendens (Vieillot, 1817)";;"Passeriformes (Passereaux)";"Thraupidae"
;"Willisornis poecilinotus (Cabanis, 1847)";"Fourmilier zébré";"Passeriformes (Passereaux)";"Thamnophilidae"
;"Xanthocephalus xanthocephalus (Bonaparte, 1826)";"Carouge à tête jaune";"Passeriformes (Passereaux)";"Icteridae"
;"Xema sabini (Sabine, 1819)";"Mouette de Sabine";"Charadriiformes (Limicoles)";"Laridae (Goélands, Mouettes)"
;"Xenopipo atronitens Cabanis, 1847";"Manakin noir";"Passeriformes (Passereaux)";"Pipridae"
;"Xenops minutus (Sparrman, 1788)";"Sittine brune";"Passeriformes (Passereaux)";"Furnariidae"
;"Xenops minutus ruficaudus (Vieillot, 1816)";;"Passeriformes (Passereaux)";"Furnariidae"
;"Xenops rutilans Temminck, 1821";;"Passeriformes (Passereaux)";"Furnariidae"
;"Xenops tenuirostris hellmayri Todd, 1925";;"Passeriformes (Passereaux)";"Furnariidae"
;"Xenops tenuirostris Pelzeln, 1859";"Sittine des rameaux";"Passeriformes (Passereaux)";"Furnariidae"
;"Xenus cinereus (Güldenstädt, 1775)";"Bargette du Térek, Chevalier bargette";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Xiphocolaptes promeropirhynchus (Lesson, 1840)";;"Passeriformes (Passereaux)";"Furnariidae"
;"Xipholena punicea (Pallas, 1764)";"Cotinga pompadour";"Passeriformes (Passereaux)";"Cotingidae"
;"Xiphorhynchus guttatus (Lichtenstein, 1820)";"Grimpar des cabosses";"Passeriformes (Passereaux)";"Furnariidae"
;"Xiphorhynchus obsoletus (Lichtenstein, 1820)";"Grimpar strié";"Passeriformes (Passereaux)";"Furnariidae"
;"Xiphorhynchus pardalotus (Vieillot, 1818)";"Grimpar flambé";"Passeriformes (Passereaux)";"Furnariidae"
;"Zapornia parva (Scopoli, 1769)";"Marouette poussin";"Gruiformes (Grues)";"Rallidae"
;"Zapornia pusilla (Pallas, 1776)";"Marouette de Baillon";"Gruiformes (Grues)";"Rallidae"
;"Zapornia pusilla affinis (Gray, GR, 1845)";"Marouette de Baillon";"Gruiformes (Grues)";"Rallidae"
;"Zapornia tabuensis (Gmelin, 1789)";;"Gruiformes (Grues)";"Rallidae"
;"Zapornia tabuensis tabuensis (Gmelin, 1789)";"Marouette fuligineuse";"Gruiformes (Grues)";"Rallidae"
;"Zebrilus undulatus (Gmelin, 1789)";"Butor zigzag, Onoré zigzag";"Pelecaniformes";"Ardeidae (Hérons)"
;"Zenaida asiatica (Linnaeus, 1758)";"Tourterelle à ailes blanches";"Columbiformes (Pigeons, Tourterelles)";"Columbidae"
;"Zenaida auriculata (Des Murs, 1847)";"Tourterelle oreillarde";"Columbiformes (Pigeons, Tourterelles)";"Columbidae"
;"Zenaida aurita (Temminck, 1809)";"Tourterelle à queue carrée";"Columbiformes (Pigeons, Tourterelles)";"Columbidae"
;"Zenaida aurita aurita (Temminck, 1809)";"Tourterelle à queue carrée";"Columbiformes (Pigeons, Tourterelles)";"Columbidae"
